temperature,humidity,soil_moisture,label,description
24.0,67.6,79.7,Sugarcane,Grows well in tropical climates with high soil moisture.
25.8,64.7,68.6,Sugarcane,Grows well in tropical climates with high soil moisture.
28.3,67.3,76.4,Sugarcane,Grows well in tropical climates with high soil moisture.
31.1,69.4,82.1,Sugarcane,Grows well in tropical climates with high soil moisture.
21.1,65.0,90.0,Sugarcane,Grows well in tropical climates with high soil moisture.
28.2,69.6,86.9,Sugarcane,Grows well in tropical climates with high soil moisture.
24.0,74.9,66.4,Sugarcane,Grows well in tropical climates with high soil moisture.
29.2,41.9,48.7,Cotton,Prefers dry climates and well-drained soil.
27.1,54.7,41.0,Cotton,Prefers dry climates and well-drained soil.
27.6,56.9,36.3,Cotton,Prefers dry climates and well-drained soil.
29.3,41.9,34.0,Cotton,Prefers dry climates and well-drained soil.
24.2,54.9,38.7,Cotton,Prefers dry climates and well-drained soil.
22.9,58.7,38.2,Cotton,Prefers dry climates and well-drained soil.
20.2,42.3,33.6,Cotton,Prefers dry climates and well-drained soil.
27.9,46.2,39.2,Cotton,Prefers dry climates and well-drained soil.
21.9,55.4,48.9,Cotton,Prefers dry climates and well-drained soil.
22.6,59.6,40.0,Cotton,Prefers dry climates and well-drained soil.
21.0,54.0,32.6,Cotton,Prefers dry climates and well-drained soil.
21.3,47.5,41.8,Cotton,Prefers dry climates and well-drained soil.
29.9,40.8,33.5,Cotton,Prefers dry climates and well-drained soil.
24.1,47.7,45.4,Cotton,Prefers dry climates and well-drained soil.
22.1,44.5,45.8,Cotton,Prefers dry climates and well-drained soil.
28.1,56.1,30.9,Cotton,Prefers dry climates and well-drained soil.
20.6,60.0,37.6,Cotton,Prefers dry climates and well-drained soil.
29.6,41.7,34.7,Cotton,Prefers dry climates and well-drained soil.
26.8,45.3,30.1,Cotton,Prefers dry climates and well-drained soil.
23.6,58.8,33.2,Cotton,Prefers dry climates and well-drained soil.
22.4,41.8,31.0,Cotton,Prefers dry climates and well-drained soil.
23.2,41.1,42.9,Cotton,Prefers dry climates and well-drained soil.
23.6,49.5,44.4,Cotton,Prefers dry climates and well-drained soil.
25.5,53.9,40.8,Cotton,Prefers dry climates and well-drained soil.
27.7,41.3,48.5,Cotton,Prefers dry climates and well-drained soil.
26.2,44.9,30.1,Cotton,Prefers dry climates and well-drained soil.
22.8,56.1,36.4,Cotton,Prefers dry climates and well-drained soil.
28.9,57.8,41.4,Cotton,Prefers dry climates and well-drained soil.
23.7,46.8,34.5,Cotton,Prefers dry climates and well-drained soil.
25.4,45.3,31.7,Cotton,Prefers dry climates and well-drained soil.
26.6,42.9,32.6,Cotton,Prefers dry climates and well-drained soil.
26.3,56.8,36.6,Cotton,Prefers dry climates and well-drained soil.
23.1,56.0,46.6,Cotton,Prefers dry climates and well-drained soil.
25.7,54.9,35.5,Cotton,Prefers dry climates and well-drained soil.
21.3,57.9,47.4,Cotton,Prefers dry climates and well-drained soil.
29.1,46.3,38.6,Cotton,Prefers dry climates and well-drained soil.
23.7,51.3,42.8,Cotton,Prefers dry climates and well-drained soil.
23.1,41.5,31.2,Cotton,Prefers dry climates and well-drained soil.
28.1,49.7,45.6,Cotton,Prefers dry climates and well-drained soil.
22.3,52.0,33.2,Cotton,Prefers dry climates and well-drained soil.
25.2,59.1,32.4,Cotton,Prefers dry climates and well-drained soil.
21.9,43.8,41.1,Cotton,Prefers dry climates and well-drained soil.
29.6,43.6,49.0,Cotton,Prefers dry climates and well-drained soil.
27.0,56.5,32.0,Cotton,Prefers dry climates and well-drained soil.
26.5,47.5,38.5,Cotton,Prefers dry climates and well-drained soil.
22.6,56.6,39.3,Cotton,Prefers dry climates and well-drained soil.
25.9,45.5,38.0,Cotton,Prefers dry climates and well-drained soil.
21.8,49.4,38.1,Cotton,Prefers dry climates and well-drained soil.
22.2,56.1,37.3,Cotton,Prefers dry climates and well-drained soil.
23.3,40.1,37.6,Cotton,Prefers dry climates and well-drained soil.
26.9,52.1,33.8,Cotton,Prefers dry climates and well-drained soil.
20.2,53.6,40.2,Cotton,Prefers dry climates and well-drained soil.
22.7,40.9,36.2,Cotton,Prefers dry climates and well-drained soil.
24.0,50.3,45.3,Cotton,Prefers dry climates and well-drained soil.
21.3,51.9,33.4,Cotton,Prefers dry climates and well-drained soil.
27.4,57.0,44.2,Cotton,Prefers dry climates and well-drained soil.
23.8,58.8,41.8,Cotton,Prefers dry climates and well-drained soil.
25.2,52.5,42.9,Cotton,Prefers dry climates and well-drained soil.
22.8,42.2,30.6,Cotton,Prefers dry climates and well-drained soil.
21.3,44.2,31.3,Cotton,Prefers dry climates and well-drained soil.
25.5,56.6,32.1,Cotton,Prefers dry climates and well-drained soil.
22.9,58.1,45.0,Cotton,Prefers dry climates and well-drained soil.
22.5,54.2,42.3,Cotton,Prefers dry climates and well-drained soil.
22.4,41.3,41.4,Cotton,Prefers dry climates and well-drained soil.
25.4,40.3,35.4,Cotton,Prefers dry climates and well-drained soil.
22.4,55.1,31.4,Cotton,Prefers dry climates and well-drained soil.
28.9,41.8,31.3,Cotton,Prefers dry climates and well-drained soil.
21.2,51.6,33.5,Cotton,Prefers dry climates and well-drained soil.
25.8,58.5,32.4,Cotton,Prefers dry climates and well-drained soil.
28.1,47.6,33.1,Cotton,Prefers dry climates and well-drained soil.
26.6,46.0,48.5,Cotton,Prefers dry climates and well-drained soil.
29.0,47.5,39.0,Cotton,Prefers dry climates and well-drained soil.
21.2,43.9,43.5,Cotton,Prefers dry climates and well-drained soil.
25.5,54.7,44.5,Cotton,Prefers dry climates and well-drained soil.
28.9,56.9,37.6,Cotton,Prefers dry climates and well-drained soil.
22.6,58.0,45.6,Cotton,Prefers dry climates and well-drained soil.
29.7,44.1,30.9,Cotton,Prefers dry climates and well-drained soil.
21.2,58.9,45.9,Cotton,Prefers dry climates and well-drained soil.
24.8,49.6,43.6,Cotton,Prefers dry climates and well-drained soil.
29.7,48.4,38.1,Cotton,Prefers dry climates and well-drained soil.
23.0,49.0,35.4,Cotton,Prefers dry climates and well-drained soil.
24.7,47.0,31.1,Cotton,Prefers dry climates and well-drained soil.
24.6,57.1,43.5,Cotton,Prefers dry climates and well-drained soil.
24.9,51.7,38.4,Cotton,Prefers dry climates and well-drained soil.
24.4,55.2,37.0,Cotton,Prefers dry climates and well-drained soil.
27.3,44.0,45.5,Cotton,Prefers dry climates and well-drained soil.
21.2,54.1,47.4,Cotton,Prefers dry climates and well-drained soil.
26.9,58.9,35.6,Cotton,Prefers dry climates and well-drained soil.
29.0,50.3,36.5,Cotton,Prefers dry climates and well-drained soil.
23.1,49.5,36.3,Cotton,Prefers dry climates and well-drained soil.
29.3,42.8,34.5,Cotton,Prefers dry climates and well-drained soil.
28.2,43.7,44.5,Cotton,Prefers dry climates and well-drained soil.
23.7,51.1,39.3,Cotton,Prefers dry climates and well-drained soil.
28.3,48.1,40.2,Cotton,Prefers dry climates and well-drained soil.
26.3,40.7,44.9,Cotton,Prefers dry climates and well-drained soil.
25.0,43.4,35.2,Cotton,Prefers dry climates and well-drained soil.
21.8,54.2,49.9,Cotton,Prefers dry climates and well-drained soil.
21.6,55.4,31.1,Cotton,Prefers dry climates and well-drained soil.
27.8,56.6,31.9,Cotton,Prefers dry climates and well-drained soil.
21.9,43.4,39.8,Cotton,Prefers dry climates and well-drained soil.
16.5,40.9,41.5,Barley,Tolerates dry and cool climates.
13.4,55.2,48.3,Barley,Tolerates dry and cool climates.
14.0,54.5,44.6,Barley,Tolerates dry and cool climates.
14.8,35.2,41.4,Barley,Tolerates dry and cool climates.
16.0,39.4,35.4,Barley,Tolerates dry and cool climates.
15.0,36.3,49.6,Barley,Tolerates dry and cool climates.
19.8,39.7,47.2,Barley,Tolerates dry and cool climates.
14.2,38.1,38.6,Barley,Tolerates dry and cool climates.
15.3,48.3,36.4,Barley,Tolerates dry and cool climates.
11.4,51.8,39.5,Barley,Tolerates dry and cool climates.
10.4,57.7,41.7,Barley,Tolerates dry and cool climates.
14.9,43.9,44.6,Barley,Tolerates dry and cool climates.
16.6,41.5,45.0,Barley,Tolerates dry and cool climates.
16.9,45.4,36.6,Barley,Tolerates dry and cool climates.
13.8,31.8,49.9,Barley,Tolerates dry and cool climates.
16.8,46.3,41.3,Barley,Tolerates dry and cool climates.
18.8,42.4,34.8,Barley,Tolerates dry and cool climates.
13.4,47.3,46.8,Barley,Tolerates dry and cool climates.
13.6,44.4,46.6,Barley,Tolerates dry and cool climates.
10.5,57.2,37.5,Barley,Tolerates dry and cool climates.
18.2,41.6,46.8,Barley,Tolerates dry and cool climates.
15.9,55.9,39.8,Barley,Tolerates dry and cool climates.
10.7,45.2,33.9,Barley,Tolerates dry and cool climates.
17.1,52.6,44.6,Barley,Tolerates dry and cool climates.
18.3,30.1,46.3,Barley,Tolerates dry and cool climates.
14.9,55.9,45.4,Barley,Tolerates dry and cool climates.
15.5,51.2,42.7,Barley,Tolerates dry and cool climates.
10.7,59.8,36.3,Barley,Tolerates dry and cool climates.
11.1,40.7,33.1,Barley,Tolerates dry and cool climates.
11.6,31.4,48.1,Barley,Tolerates dry and cool climates.
18.1,34.2,48.9,Barley,Tolerates dry and cool climates.
17.5,47.9,40.5,Barley,Tolerates dry and cool climates.
10.6,57.6,36.3,Barley,Tolerates dry and cool climates.
14.4,55.1,38.3,Barley,Tolerates dry and cool climates.
19.8,30.4,45.1,Barley,Tolerates dry and cool climates.
19.9,59.4,32.0,Barley,Tolerates dry and cool climates.
15.6,56.8,32.8,Barley,Tolerates dry and cool climates.
10.7,34.8,42.4,Barley,Tolerates dry and cool climates.
11.0,43.6,35.0,Barley,Tolerates dry and cool climates.
16.4,33.8,33.8,Barley,Tolerates dry and cool climates.
15.4,46.9,33.2,Barley,Tolerates dry and cool climates.
14.9,55.6,34.9,Barley,Tolerates dry and cool climates.
16.9,56.9,39.7,Barley,Tolerates dry and cool climates.
15.8,56.4,35.3,Barley,Tolerates dry and cool climates.
16.6,47.8,31.8,Barley,Tolerates dry and cool climates.
17.5,46.0,45.2,Barley,Tolerates dry and cool climates.
16.1,30.9,49.8,Barley,Tolerates dry and cool climates.
18.3,57.6,33.1,Barley,Tolerates dry and cool climates.
17.9,50.1,48.5,Barley,Tolerates dry and cool climates.
14.3,33.9,40.8,Barley,Tolerates dry and cool climates.
12.0,31.3,39.0,Barley,Tolerates dry and cool climates.
17.0,55.5,44.6,Barley,Tolerates dry and cool climates.
12.6,43.9,30.8,Barley,Tolerates dry and cool climates.
10.4,44.2,33.1,Barley,Tolerates dry and cool climates.
15.5,39.3,40.9,Barley,Tolerates dry and cool climates.
13.9,41.3,34.4,Barley,Tolerates dry and cool climates.
15.6,47.8,40.1,Barley,Tolerates dry and cool climates.
13.3,51.7,36.3,Barley,Tolerates dry and cool climates.
11.5,40.8,36.8,Barley,Tolerates dry and cool climates.
15.6,42.4,48.5,Barley,Tolerates dry and cool climates.
19.6,40.8,36.8,Barley,Tolerates dry and cool climates.
10.5,41.2,40.0,Barley,Tolerates dry and cool climates.
11.9,42.5,48.3,Barley,Tolerates dry and cool climates.
14.2,50.5,41.8,Barley,Tolerates dry and cool climates.
19.9,48.1,32.0,Barley,Tolerates dry and cool climates.
13.3,38.6,30.5,Barley,Tolerates dry and cool climates.
15.6,45.6,34.8,Barley,Tolerates dry and cool climates.
10.6,33.0,39.1,Barley,Tolerates dry and cool climates.
10.0,35.6,40.5,Barley,Tolerates dry and cool climates.
10.0,36.2,45.4,Barley,Tolerates dry and cool climates.
15.2,56.3,45.7,Barley,Tolerates dry and cool climates.
16.3,41.4,40.3,Barley,Tolerates dry and cool climates.
10.2,41.8,32.4,Barley,Tolerates dry and cool climates.
13.4,43.0,43.7,Barley,Tolerates dry and cool climates.
12.5,40.2,44.1,Barley,Tolerates dry and cool climates.
17.4,56.0,37.9,Barley,Tolerates dry and cool climates.
14.4,57.1,44.1,Barley,Tolerates dry and cool climates.
12.3,49.7,30.7,Barley,Tolerates dry and cool climates.
10.8,47.3,38.4,Barley,Tolerates dry and cool climates.
20.0,31.9,34.9,Barley,Tolerates dry and cool climates.
13.8,59.2,30.8,Barley,Tolerates dry and cool climates.
18.3,30.2,33.3,Barley,Tolerates dry and cool climates.
12.0,41.2,30.9,Barley,Tolerates dry and cool climates.
16.9,58.1,38.4,Barley,Tolerates dry and cool climates.
12.5,49.2,49.6,Barley,Tolerates dry and cool climates.
19.1,50.0,46.6,Barley,Tolerates dry and cool climates.
18.7,56.3,39.0,Barley,Tolerates dry and cool climates.
18.9,44.7,39.9,Barley,Tolerates dry and cool climates.
17.2,46.7,30.7,Barley,Tolerates dry and cool climates.
16.9,44.9,34.8,Barley,Tolerates dry and cool climates.
13.0,50.0,30.2,Barley,Tolerates dry and cool climates.
14.8,39.2,37.5,Barley,Tolerates dry and cool climates.
18.2,43.8,30.5,Barley,Tolerates dry and cool climates.
15.6,42.5,34.7,Barley,Tolerates dry and cool climates.
10.8,38.3,31.6,Barley,Tolerates dry and cool climates.
11.1,42.2,38.9,Barley,Tolerates dry and cool climates.
17.4,50.7,39.3,Barley,Tolerates dry and cool climates.
10.7,55.0,46.2,Barley,Tolerates dry and cool climates.
10.8,43.5,48.6,Barley,Tolerates dry and cool climates.
19.6,35.1,32.2,Barley,Tolerates dry and cool climates.
26.6,46.0,37.2,Millets,"Drought-resistant, suitable for dry climates."
25.8,55.7,40.7,Millets,"Drought-resistant, suitable for dry climates."
26.1,51.7,40.8,Millets,"Drought-resistant, suitable for dry climates."
31.3,44.5,45.2,Millets,"Drought-resistant, suitable for dry climates."
23.6,47.4,47.7,Millets,"Drought-resistant, suitable for dry climates."
31.2,57.4,31.7,Millets,"Drought-resistant, suitable for dry climates."
31.3,43.2,49.7,Millets,"Drought-resistant, suitable for dry climates."
29.1,51.2,38.0,Millets,"Drought-resistant, suitable for dry climates."
27.4,54.8,42.6,Millets,"Drought-resistant, suitable for dry climates."
26.6,45.1,42.0,Millets,"Drought-resistant, suitable for dry climates."
23.3,52.8,35.1,Millets,"Drought-resistant, suitable for dry climates."
22.6,53.9,49.7,Millets,"Drought-resistant, suitable for dry climates."
23.9,41.8,46.6,Millets,"Drought-resistant, suitable for dry climates."
29.1,55.0,42.9,Millets,"Drought-resistant, suitable for dry climates."
30.2,53.0,49.0,Millets,"Drought-resistant, suitable for dry climates."
31.7,40.1,44.6,Millets,"Drought-resistant, suitable for dry climates."
31.4,54.1,34.2,Millets,"Drought-resistant, suitable for dry climates."
22.8,40.4,41.3,Millets,"Drought-resistant, suitable for dry climates."
30.4,43.1,46.2,Millets,"Drought-resistant, suitable for dry climates."
28.5,40.4,37.2,Millets,"Drought-resistant, suitable for dry climates."
29.8,49.0,32.4,Millets,"Drought-resistant, suitable for dry climates."
31.6,54.5,49.0,Millets,"Drought-resistant, suitable for dry climates."
28.0,44.4,44.5,Millets,"Drought-resistant, suitable for dry climates."
25.7,50.6,31.4,Millets,"Drought-resistant, suitable for dry climates."
29.4,57.2,47.9,Millets,"Drought-resistant, suitable for dry climates."
27.6,45.9,45.1,Millets,"Drought-resistant, suitable for dry climates."
23.4,43.3,34.9,Millets,"Drought-resistant, suitable for dry climates."
23.6,47.5,43.3,Millets,"Drought-resistant, suitable for dry climates."
23.5,45.6,39.8,Millets,"Drought-resistant, suitable for dry climates."
26.2,58.7,36.5,Millets,"Drought-resistant, suitable for dry climates."
26.4,51.2,34.8,Millets,"Drought-resistant, suitable for dry climates."
30.4,58.4,42.1,Millets,"Drought-resistant, suitable for dry climates."
25.0,40.3,31.0,Millets,"Drought-resistant, suitable for dry climates."
27.0,46.6,35.6,Millets,"Drought-resistant, suitable for dry climates."
31.7,44.2,44.8,Millets,"Drought-resistant, suitable for dry climates."
22.9,50.4,45.8,Millets,"Drought-resistant, suitable for dry climates."
27.5,54.6,45.2,Millets,"Drought-resistant, suitable for dry climates."
27.3,41.1,49.8,Millets,"Drought-resistant, suitable for dry climates."
31.7,50.3,33.0,Millets,"Drought-resistant, suitable for dry climates."
26.3,41.1,30.2,Millets,"Drought-resistant, suitable for dry climates."
22.4,45.2,40.6,Millets,"Drought-resistant, suitable for dry climates."
22.0,56.1,40.8,Millets,"Drought-resistant, suitable for dry climates."
29.9,58.3,39.7,Millets,"Drought-resistant, suitable for dry climates."
24.0,47.0,31.7,Millets,"Drought-resistant, suitable for dry climates."
27.9,40.6,33.1,Millets,"Drought-resistant, suitable for dry climates."
23.4,46.9,47.8,Millets,"Drought-resistant, suitable for dry climates."
24.3,47.8,36.4,Millets,"Drought-resistant, suitable for dry climates."
24.3,52.0,39.3,Millets,"Drought-resistant, suitable for dry climates."
24.3,48.7,47.2,Millets,"Drought-resistant, suitable for dry climates."
22.8,42.8,32.1,Millets,"Drought-resistant, suitable for dry climates."
29.2,46.1,48.1,Millets,"Drought-resistant, suitable for dry climates."
31.9,55.6,43.0,Millets,"Drought-resistant, suitable for dry climates."
23.9,44.3,34.1,Millets,"Drought-resistant, suitable for dry climates."
28.4,54.5,46.3,Millets,"Drought-resistant, suitable for dry climates."
29.3,57.4,37.3,Millets,"Drought-resistant, suitable for dry climates."
25.4,54.9,40.8,Millets,"Drought-resistant, suitable for dry climates."
22.2,51.3,43.3,Millets,"Drought-resistant, suitable for dry climates."
31.4,46.5,36.2,Millets,"Drought-resistant, suitable for dry climates."
24.6,49.1,40.4,Millets,"Drought-resistant, suitable for dry climates."
24.7,44.8,45.4,Millets,"Drought-resistant, suitable for dry climates."
30.0,44.0,34.3,Millets,"Drought-resistant, suitable for dry climates."
27.9,49.5,37.8,Millets,"Drought-resistant, suitable for dry climates."
30.9,56.1,48.4,Millets,"Drought-resistant, suitable for dry climates."
25.8,51.2,36.3,Millets,"Drought-resistant, suitable for dry climates."
28.2,56.1,37.1,Millets,"Drought-resistant, suitable for dry climates."
24.3,42.6,37.6,Millets,"Drought-resistant, suitable for dry climates."
28.1,50.9,43.0,Millets,"Drought-resistant, suitable for dry climates."
25.4,48.2,48.3,Millets,"Drought-resistant, suitable for dry climates."
28.4,53.6,41.7,Millets,"Drought-resistant, suitable for dry climates."
28.2,48.9,37.2,Millets,"Drought-resistant, suitable for dry climates."
25.1,48.7,32.9,Millets,"Drought-resistant, suitable for dry climates."
30.2,51.0,39.1,Millets,"Drought-resistant, suitable for dry climates."
27.5,59.4,36.4,Millets,"Drought-resistant, suitable for dry climates."
30.8,55.2,34.2,Millets,"Drought-resistant, suitable for dry climates."
26.4,45.7,38.7,Millets,"Drought-resistant, suitable for dry climates."
23.7,56.5,42.7,Millets,"Drought-resistant, suitable for dry climates."
29.4,56.7,40.8,Millets,"Drought-resistant, suitable for dry climates."
22.6,52.4,40.0,Millets,"Drought-resistant, suitable for dry climates."
29.9,40.1,38.8,Millets,"Drought-resistant, suitable for dry climates."
29.1,45.4,39.3,Millets,"Drought-resistant, suitable for dry climates."
27.8,59.9,45.6,Millets,"Drought-resistant, suitable for dry climates."
28.4,53.5,30.6,Millets,"Drought-resistant, suitable for dry climates."
24.2,58.1,36.6,Millets,"Drought-resistant, suitable for dry climates."
30.0,51.0,35.1,Millets,"Drought-resistant, suitable for dry climates."
30.9,47.1,40.3,Millets,"Drought-resistant, suitable for dry climates."
24.9,46.6,44.0,Millets,"Drought-resistant, suitable for dry climates."
29.0,41.1,40.8,Millets,"Drought-resistant, suitable for dry climates."
25.2,45.5,44.1,Millets,"Drought-resistant, suitable for dry climates."
28.1,52.1,30.3,Millets,"Drought-resistant, suitable for dry climates."
24.8,56.2,36.1,Millets,"Drought-resistant, suitable for dry climates."
23.5,54.8,37.8,Millets,"Drought-resistant, suitable for dry climates."
25.1,53.7,46.0,Millets,"Drought-resistant, suitable for dry climates."
27.3,42.0,36.7,Millets,"Drought-resistant, suitable for dry climates."
25.4,52.4,41.7,Millets,"Drought-resistant, suitable for dry climates."
30.4,45.8,36.8,Millets,"Drought-resistant, suitable for dry climates."
26.1,43.3,40.4,Millets,"Drought-resistant, suitable for dry climates."
23.2,44.6,41.0,Millets,"Drought-resistant, suitable for dry climates."
26.7,47.2,49.2,Millets,"Drought-resistant, suitable for dry climates."
31.3,56.3,31.9,Millets,"Drought-resistant, suitable for dry climates."
29.1,59.1,38.4,Millets,"Drought-resistant, suitable for dry climates."
29.7,61.8,55.1,Groundnut,Needs warm climate with adequate rainfall.
25.1,76.2,57.1,Groundnut,Needs warm climate with adequate rainfall.
25.8,63.0,57.2,Groundnut,Needs warm climate with adequate rainfall.
28.0,73.7,47.4,Groundnut,Needs warm climate with adequate rainfall.
20.4,72.0,57.8,Groundnut,Needs warm climate with adequate rainfall.
21.9,76.2,49.2,Groundnut,Needs warm climate with adequate rainfall.
29.0,64.3,59.1,Groundnut,Needs warm climate with adequate rainfall.
21.5,73.3,59.6,Groundnut,Needs warm climate with adequate rainfall.
25.4,72.3,58.3,Groundnut,Needs warm climate with adequate rainfall.
23.2,72.2,49.0,Groundnut,Needs warm climate with adequate rainfall.
23.3,65.2,41.3,Groundnut,Needs warm climate with adequate rainfall.
27.9,70.7,41.3,Groundnut,Needs warm climate with adequate rainfall.
21.8,66.8,55.5,Groundnut,Needs warm climate with adequate rainfall.
26.2,79.9,59.6,Groundnut,Needs warm climate with adequate rainfall.
29.8,72.3,41.3,Groundnut,Needs warm climate with adequate rainfall.
27.6,64.3,41.6,Groundnut,Needs warm climate with adequate rainfall.
22.6,77.3,54.0,Groundnut,Needs warm climate with adequate rainfall.
26.3,68.3,56.1,Groundnut,Needs warm climate with adequate rainfall.
23.1,72.1,54.1,Groundnut,Needs warm climate with adequate rainfall.
29.8,76.6,55.4,Groundnut,Needs warm climate with adequate rainfall.
20.4,67.2,47.9,Groundnut,Needs warm climate with adequate rainfall.
29.7,79.1,48.0,Groundnut,Needs warm climate with adequate rainfall.
20.4,74.3,40.1,Groundnut,Needs warm climate with adequate rainfall.
28.3,77.4,58.3,Groundnut,Needs warm climate with adequate rainfall.
25.8,64.8,54.6,Groundnut,Needs warm climate with adequate rainfall.
22.0,70.0,49.8,Groundnut,Needs warm climate with adequate rainfall.
27.0,70.1,45.6,Groundnut,Needs warm climate with adequate rainfall.
29.1,70.5,45.7,Groundnut,Needs warm climate with adequate rainfall.
23.1,68.7,44.2,Groundnut,Needs warm climate with adequate rainfall.
26.1,77.9,51.3,Groundnut,Needs warm climate with adequate rainfall.
23.9,80.0,57.9,Groundnut,Needs warm climate with adequate rainfall.
21.6,65.8,51.0,Groundnut,Needs warm climate with adequate rainfall.
29.6,62.2,58.9,Groundnut,Needs warm climate with adequate rainfall.
25.1,61.9,44.3,Groundnut,Needs warm climate with adequate rainfall.
27.5,61.2,57.6,Groundnut,Needs warm climate with adequate rainfall.
20.6,73.1,57.6,Groundnut,Needs warm climate with adequate rainfall.
27.9,68.0,56.4,Groundnut,Needs warm climate with adequate rainfall.
26.7,65.1,40.3,Groundnut,Needs warm climate with adequate rainfall.
27.5,61.5,59.2,Groundnut,Needs warm climate with adequate rainfall.
29.9,70.7,57.7,Groundnut,Needs warm climate with adequate rainfall.
25.4,74.0,43.3,Groundnut,Needs warm climate with adequate rainfall.
27.1,63.1,47.8,Groundnut,Needs warm climate with adequate rainfall.
29.1,66.8,51.6,Groundnut,Needs warm climate with adequate rainfall.
25.5,70.1,43.9,Groundnut,Needs warm climate with adequate rainfall.
29.4,76.9,58.8,Groundnut,Needs warm climate with adequate rainfall.
22.9,77.2,53.7,Groundnut,Needs warm climate with adequate rainfall.
29.0,64.8,56.2,Groundnut,Needs warm climate with adequate rainfall.
24.9,62.0,54.9,Groundnut,Needs warm climate with adequate rainfall.
26.7,68.3,45.4,Groundnut,Needs warm climate with adequate rainfall.
23.0,65.1,43.0,Groundnut,Needs warm climate with adequate rainfall.
20.7,78.7,47.7,Groundnut,Needs warm climate with adequate rainfall.
20.9,76.5,54.6,Groundnut,Needs warm climate with adequate rainfall.
20.5,69.6,46.7,Groundnut,Needs warm climate with adequate rainfall.
23.2,74.8,46.9,Groundnut,Needs warm climate with adequate rainfall.
25.6,66.1,53.3,Groundnut,Needs warm climate with adequate rainfall.
27.8,67.4,56.8,Groundnut,Needs warm climate with adequate rainfall.
25.8,78.2,44.3,Groundnut,Needs warm climate with adequate rainfall.
24.2,60.1,56.8,Groundnut,Needs warm climate with adequate rainfall.
26.7,73.4,51.0,Groundnut,Needs warm climate with adequate rainfall.
22.2,72.2,52.1,Groundnut,Needs warm climate with adequate rainfall.
23.1,77.1,55.3,Groundnut,Needs warm climate with adequate rainfall.
27.6,68.5,41.3,Groundnut,Needs warm climate with adequate rainfall.
27.1,74.4,50.3,Groundnut,Needs warm climate with adequate rainfall.
27.3,79.6,45.2,Groundnut,Needs warm climate with adequate rainfall.
29.0,64.8,42.2,Groundnut,Needs warm climate with adequate rainfall.
21.3,78.2,54.6,Groundnut,Needs warm climate with adequate rainfall.
23.4,77.2,54.0,Groundnut,Needs warm climate with adequate rainfall.
26.9,71.9,53.8,Groundnut,Needs warm climate with adequate rainfall.
23.0,79.5,55.2,Groundnut,Needs warm climate with adequate rainfall.
26.7,67.3,49.7,Groundnut,Needs warm climate with adequate rainfall.
21.4,69.9,47.6,Groundnut,Needs warm climate with adequate rainfall.
27.2,73.0,53.7,Groundnut,Needs warm climate with adequate rainfall.
25.4,79.3,55.0,Groundnut,Needs warm climate with adequate rainfall.
26.4,64.8,52.2,Groundnut,Needs warm climate with adequate rainfall.
29.9,74.7,52.0,Groundnut,Needs warm climate with adequate rainfall.
23.4,63.4,44.0,Groundnut,Needs warm climate with adequate rainfall.
26.0,72.7,58.6,Groundnut,Needs warm climate with adequate rainfall.
28.9,75.5,51.8,Groundnut,Needs warm climate with adequate rainfall.
22.9,73.7,40.7,Groundnut,Needs warm climate with adequate rainfall.
27.0,73.7,45.4,Groundnut,Needs warm climate with adequate rainfall.
20.7,77.8,50.6,Groundnut,Needs warm climate with adequate rainfall.
21.3,63.7,53.1,Groundnut,Needs warm climate with adequate rainfall.
20.1,75.8,41.2,Groundnut,Needs warm climate with adequate rainfall.
22.3,64.1,58.6,Groundnut,Needs warm climate with adequate rainfall.
29.1,70.5,58.2,Groundnut,Needs warm climate with adequate rainfall.
20.7,74.7,42.2,Groundnut,Needs warm climate with adequate rainfall.
21.8,75.7,56.2,Groundnut,Needs warm climate with adequate rainfall.
26.5,65.9,46.9,Groundnut,Needs warm climate with adequate rainfall.
26.3,68.2,42.6,Groundnut,Needs warm climate with adequate rainfall.
21.9,64.9,41.1,Groundnut,Needs warm climate with adequate rainfall.
22.0,72.6,51.2,Groundnut,Needs warm climate with adequate rainfall.
28.1,73.6,40.7,Groundnut,Needs warm climate with adequate rainfall.
27.0,72.4,56.9,Groundnut,Needs warm climate with adequate rainfall.
28.2,65.1,53.5,Groundnut,Needs warm climate with adequate rainfall.
28.8,69.0,56.3,Groundnut,Needs warm climate with adequate rainfall.
26.1,63.0,53.3,Groundnut,Needs warm climate with adequate rainfall.
22.1,69.7,57.7,Groundnut,Needs warm climate with adequate rainfall.
27.9,68.8,40.2,Groundnut,Needs warm climate with adequate rainfall.
24.3,74.5,58.8,Groundnut,Needs warm climate with adequate rainfall.
28.2,69.5,47.2,Groundnut,Needs warm climate with adequate rainfall.
20.4,67.6,57.0,Soybean,"Grows well in warm, moist environments."
24.6,73.0,66.9,Soybean,"Grows well in warm, moist environments."
20.2,67.9,57.5,Soybean,"Grows well in warm, moist environments."
27.3,79.1,55.3,Soybean,"Grows well in warm, moist environments."
25.7,76.1,51.8,Soybean,"Grows well in warm, moist environments."
26.9,70.9,64.8,Soybean,"Grows well in warm, moist environments."
28.2,63.8,66.4,Soybean,"Grows well in warm, moist environments."
28.1,68.2,54.1,Soybean,"Grows well in warm, moist environments."
23.7,63.5,51.4,Soybean,"Grows well in warm, moist environments."
